Entry,Entry Name,Protein names,Gene Names,Gene Ontology (GO)
Q9C001,Q9C001_HUMAN,Interleukin-2 (IL-2),IL2,extracellular space [GO:0005615]; cytokine activity [GO:0005125]; growth factor activity [GO:0008083]; interleukin-2 receptor binding [GO:0005134]; adaptive immune response [GO:0002250]
Q9C030,TRIM6_HUMAN,Tripartite motif-containing protein 6 (EC 2.3.2.27) (RING finger protein 89) (RING-type E3 ubiquitin transferase TRIM6),TRIM6 RNF89,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; DNA-binding transcription factor binding [GO:0140297]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; protein tyrosine kinase binding [GO:1990782]; protein-macromolecule adaptor activity [GO:0030674]; ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]; antiviral innate immune response [GO:0140374]; cellular response to interferon-beta [GO:0035458]; cellular response to virus [GO:0098586]; free ubiquitin chain polymerization [GO:0010994]; innate immune response [GO:0045087]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of gene expression [GO:0010629]; negative regulation of stem cell differentiation [GO:2000737]; negative regulation of viral genome replication [GO:0045071]; positive regulation of autophagy [GO:0010508]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of cytokine production involved in immune response [GO:0002720]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of peptidyl-threonine phosphorylation [GO:0010800]; positive regulation of transcription regulatory region DNA binding [GO:2000679]; positive regulation of type I interferon-mediated signaling pathway [GO:0060340]; protein K48-linked ubiquitination [GO:0070936]; protein polyubiquitination [GO:0000209]; regulation of protein localization [GO:0032880]; regulation of viral entry into host cell [GO:0046596]; response to lipopolysaccharide [GO:0032496]
Q9GZP0,PDGFD_HUMAN,"Platelet-derived growth factor D (PDGF-D) (Iris-expressed growth factor) (Spinal cord-derived growth factor B) (SCDGF-B) [Cleaved into: Platelet-derived growth factor D, latent form (PDGFD latent form); Platelet-derived growth factor D, receptor-binding form (PDGFD receptor-binding form)]",PDGFD IEGF SCDGFB MSTP036 UNQ1899/PRO4345,endoplasmic reticulum lumen [GO:0005788]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi membrane [GO:0000139]; growth factor activity [GO:0008083]; platelet-derived growth factor receptor binding [GO:0005161]; cellular response to amino acid stimulus [GO:0071230]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to platelet-derived growth factor stimulus [GO:0036120]; cellular response to transforming growth factor beta stimulus [GO:0071560]; platelet-derived growth factor receptor signaling pathway [GO:0048008]; positive regulation of cell division [GO:0051781]; positive regulation of cell migration [GO:0030335]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of glomerular mesangial cell proliferation [GO:0072126]; positive regulation of monocyte extravasation [GO:2000439]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of protein autophosphorylation [GO:0031954]; positive regulation of smooth muscle cell chemotaxis [GO:0071673]; positive regulation of smooth muscle cell proliferation [GO:0048661]; regulation of peptidyl-tyrosine phosphorylation [GO:0050730]
Q9GZT5,WN10A_HUMAN,Protein Wnt-10a,WNT10A,extracellular region [GO:0005576]; extracellular space [GO:0005615]; cytokine activity [GO:0005125]; frizzled binding [GO:0005109]; receptor ligand activity [GO:0048018]; canonical Wnt signaling pathway [GO:0060070]; cell fate commitment [GO:0045165]; cellular response to transforming growth factor beta stimulus [GO:0071560]; epidermis morphogenesis [GO:0048730]; hair follicle development [GO:0001942]; hair follicle morphogenesis [GO:0031069]; neural crest cell differentiation [GO:0014033]; neuron differentiation [GO:0030182]; odontogenesis [GO:0042476]; positive regulation of gene expression [GO:0010628]; regulation of odontogenesis of dentin-containing tooth [GO:0042487]; sebaceous gland development [GO:0048733]; skin development [GO:0043588]; tongue development [GO:0043586]
Q9GZV9,FGF23_HUMAN,Fibroblast growth factor 23 (FGF-23) (Phosphatonin) (Tumor-derived hypophosphatemia-inducing factor) [Cleaved into: Fibroblast growth factor 23 N-terminal peptide; Fibroblast growth factor 23 C-terminal peptide],FGF23 HYPF UNQ3027/PRO9828,cytoplasm [GO:0005737]; endoplasmic reticulum lumen [GO:0005788]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; growth factor activity [GO:0008083]; type 1 fibroblast growth factor receptor binding [GO:0005105]; animal organ morphogenesis [GO:0009887]; calcium ion homeostasis [GO:0055074]; cell differentiation [GO:0030154]; cellular response to interleukin-6 [GO:0071354]; cellular response to leptin stimulus [GO:0044320]; cellular response to parathyroid hormone stimulus [GO:0071374]; cellular response to vitamin D [GO:0071305]; ERK1 and ERK2 cascade [GO:0070371]; fibroblast growth factor receptor signaling pathway [GO:0008543]; intracellular phosphate ion homeostasis [GO:0030643]; negative regulation of bone mineralization [GO:0030502]; negative regulation of hormone secretion [GO:0046888]; negative regulation of osteoblast differentiation [GO:0045668]; phosphate ion homeostasis [GO:0055062]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of gene expression [GO:0010628]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of MAPKKK cascade by fibroblast growth factor receptor signaling pathway [GO:0090080]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of vitamin D 24-hydroxylase activity [GO:0010980]; regulation of cell migration [GO:0030334]; regulation of phosphate transport [GO:0010966]; response to magnesium ion [GO:0032026]; response to sodium phosphate [GO:1904383]; vitamin D catabolic process [GO:0042369]
Q9GZX6,IL22_HUMAN,Interleukin-22 (IL-22) (Cytokine Zcyto18) (IL-10-related T-cell-derived-inducible factor) (IL-TIF),IL22 ILTIF ZCYTO18 UNQ3099/PRO10096,extracellular region [GO:0005576]; extracellular space [GO:0005615]; cytokine activity [GO:0005125]; interleukin-22 receptor binding [GO:0045518]; acute-phase response [GO:0006953]; inflammatory response [GO:0006954]; negative regulation of inflammatory response [GO:0050728]; response to glucocorticoid [GO:0051384]
Q9GZX9,TWSG1_HUMAN,Twisted gastrulation protein homolog 1,TWSG1 TSG PSEC0250,"extracellular space [GO:0005615]; heparin binding [GO:0008201]; transforming growth factor beta binding [GO:0050431]; BMP signaling pathway [GO:0030509]; camera-type eye development [GO:0043010]; chondrocyte differentiation [GO:0002062]; forebrain development [GO:0030900]; hemopoiesis [GO:0030097]; mesoderm formation [GO:0001707]; negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of CD4-positive, alpha-beta T cell activation [GO:2000515]; negative regulation of CD4-positive, alpha-beta T cell proliferation [GO:2000562]; negative regulation of cytokine production [GO:0001818]; negative regulation of osteoblast differentiation [GO:0045668]; ossification [GO:0001503]; positive regulation of BMP signaling pathway [GO:0030513]; positive regulation of SMAD protein signal transduction [GO:0060391]; positive regulation of transforming growth factor beta receptor signaling pathway [GO:0030511]; regulation of BMP signaling pathway [GO:0030510]; salivary gland morphogenesis [GO:0007435]"
Q9H078,CLPB_HUMAN,"Mitochondrial disaggregase (EC 3.6.1.-) (Suppressor of potassium transport defect 3) [Cleaved into: Mitochondrial disaggregase, cleaved form]",CLPB SKD3,cytoplasm [GO:0005737]; mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein disaggregase activity [GO:0140545]; antiviral innate immune response [GO:0140374]; cellular response to heat [GO:0034605]; granulocyte differentiation [GO:0030851]; RIG-I signaling pathway [GO:0039529]
Q9H0R5,GBP3_HUMAN,Guanylate-binding protein 3 (EC 3.6.5.-) (GTP-binding protein 3) (GBP-3) (Guanine nucleotide-binding protein 3),GBP3,cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; Golgi membrane [GO:0000139]; perinuclear region of cytoplasm [GO:0048471]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; cellular response to interleukin-1 [GO:0071347]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to tumor necrosis factor [GO:0071356]; cellular response to type II interferon [GO:0071346]; cytolysis in another organism [GO:0051715]; defense response to bacterium [GO:0042742]; defense response to virus [GO:0051607]; positive regulation of pyroptosis [GO:0140639]
Q9H1J5,WNT8A_HUMAN,Protein Wnt-8a (Protein Wnt-8d),WNT8A WNT8D,collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; cytokine activity [GO:0005125]; frizzled binding [GO:0005109]; receptor ligand activity [GO:0048018]; anterior/posterior axis specification [GO:0009948]; canonical Wnt signaling pathway [GO:0060070]; cell fate commitment [GO:0045165]; dorsal/ventral axis specification [GO:0009950]; neural crest cell fate commitment [GO:0014034]; neuron differentiation [GO:0030182]; positive regulation of transcription by RNA polymerase II [GO:0045944]; response to retinoic acid [GO:0032526]; secondary palate development [GO:0062009]
Q9H1J7,WNT5B_HUMAN,Protein Wnt-5b,WNT5B,endocytic vesicle membrane [GO:0030666]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; plasma membrane [GO:0005886]; cytokine activity [GO:0005125]; frizzled binding [GO:0005109]; signaling receptor binding [GO:0005102]; canonical Wnt signaling pathway [GO:0060070]; cell fate commitment [GO:0045165]; cellular response to retinoic acid [GO:0071300]; chondrocyte differentiation [GO:0002062]; fat cell differentiation [GO:0045444]; lens fiber cell development [GO:0070307]; muscle cell differentiation [GO:0042692]; neuron differentiation [GO:0030182]; positive regulation of cell migration [GO:0030335]; positive regulation of convergent extension involved in gastrulation [GO:1904105]; positive regulation of non-canonical Wnt signaling pathway [GO:2000052]
Q9H1Y0,ATG5_HUMAN,Autophagy protein 5 (APG5-like) (Apoptosis-specific protein),ATG5 APG5L ASP,Atg12-Atg5-Atg16 complex [GO:0034274]; autophagosome [GO:0005776]; axon [GO:0030424]; axoneme [GO:0005930]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; mitochondria-associated endoplasmic reticulum membrane contact site [GO:0044233]; phagocytic vesicle membrane [GO:0030670]; phagophore [GO:0061908]; phagophore assembly site membrane [GO:0034045]; protein-containing complex [GO:0032991]; transferase complex [GO:1990234]; Atg8-family ligase activity [GO:0019776]; aggrephagy [GO:0035973]; antigen processing and presentation of endogenous antigen [GO:0019883]; autophagosome assembly [GO:0000045]; autophagy [GO:0006914]; blood vessel remodeling [GO:0001974]; cardiac muscle cell apoptotic process [GO:0010659]; cellular response to nitrogen starvation [GO:0006995]; cellular response to nitrosative stress [GO:0071500]; chaperone-mediated autophagy [GO:0061684]; chromatin organization [GO:0006325]; establishment of localization in cell [GO:0051649]; heart contraction [GO:0060047]; macroautophagy [GO:0016236]; mitophagy [GO:0000423]; mucus secretion [GO:0070254]; negative regulation of autophagic cell death [GO:1904093]; negative regulation of cardiac muscle cell apoptotic process [GO:0010667]; negative regulation of defense response to virus [GO:0050687]; negative regulation of innate immune response [GO:0045824]; negative regulation of phagocytosis [GO:0050765]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of reactive oxygen species metabolic process [GO:2000378]; negative regulation of type I interferon production [GO:0032480]; negative stranded viral RNA replication [GO:0039689]; negative thymic T cell selection [GO:0045060]; otolith development [GO:0048840]; piecemeal microautophagy of the nucleus [GO:0034727]; positive regulation of mucus secretion [GO:0070257]; positive regulation of stress granule assembly [GO:0062029]; positive regulation of viral translation [GO:1904973]; post-translational protein modification [GO:0043687]; protein ubiquitination [GO:0016567]; regulation of autophagosome maturation [GO:1901096]; regulation of cilium assembly [GO:1902017]; regulation of cytokine production involved in immune response [GO:0002718]; regulation of release of sequestered calcium ion into cytosol [GO:0051279]; response to fluoride [GO:1902617]; response to fungus [GO:0009620]; response to iron(II) ion [GO:0010040]; response to xenobiotic stimulus [GO:0009410]; vasodilation [GO:0042311]; ventricular cardiac muscle cell development [GO:0055015]
